periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Total under five Diarrhoea cases reported
202009,Sep-20,202009,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1730
202009,Sep-20,202009,,PFu8alU2KWG,Embu County,KE_County_14,,638
202009,Sep-20,202009,,uyOrcHZBpW0,Garissa County,KE_County_7,,2174
202009,Sep-20,202009,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1877
202009,Sep-20,202009,,bzOfj0iwfDH,Isiolo County,KE_County_11,,733
202009,Sep-20,202009,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2917
202009,Sep-20,202009,,BjC1xL40gHo,Kakamega County,KE_County_37,,3305
202009,Sep-20,202009,,ihZsJ8alvtb,Kericho County,KE_County_35,,2234
202009,Sep-20,202009,,qKzosKQPl6G,Kiambu County,KE_County_22,,3686
202009,Sep-20,202009,,nrI2khZx3d0,Kilifi County,KE_County_3,,3766
202009,Sep-20,202009,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2719
202009,Sep-20,202009,,sPkRcDvhGWA,Kisii County,KE_County_45,,2054
202009,Sep-20,202009,,tAbBVBbueqD,Kisumu County,KE_County_42,,2020
202009,Sep-20,202009,,j8o6iO4Njsi,Kitui County,KE_County_15,,614
202009,Sep-20,202009,,N7YETT3A9r1,Kwale County,KE_County_2,,3082
202009,Sep-20,202009,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1159
202009,Sep-20,202009,,NjWSbQTwys4,Lamu County,KE_County_5,,792
202009,Sep-20,202009,,yhCUgGcCcOo,Machakos County,KE_County_16,,3681
202009,Sep-20,202009,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1842
202009,Sep-20,202009,,R6f9znhg37c,Mandera County,KE_County_9,,4611
202009,Sep-20,202009,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1589
202009,Sep-20,202009,,Y52XNJ50hYb,Meru County,KE_County_12,,1846
202009,Sep-20,202009,,fVra3Pwta0Q,Migori County,KE_County_44,,2632
202009,Sep-20,202009,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2416
202009,Sep-20,202009,,ahwTMNAJvrL,Muranga County,KE_County_21,,1462
202009,Sep-20,202009,,jkG3zaihdSs,Nairobi County,KE_County_47,,7440
202009,Sep-20,202009,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4338
202009,Sep-20,202009,,t0J75eHKxz5,Nandi County,KE_County_29,,1801
202009,Sep-20,202009,,kqJ83J2D72s,Narok County,KE_County_33,,2230
202009,Sep-20,202009,,uepLTG8wGWJ,Nyamira County,KE_County_46,,798
202009,Sep-20,202009,,mYZacFNIB3h,Nyandarua County,KE_County_18,,937
202009,Sep-20,202009,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1209
202009,Sep-20,202009,,o36zCRjSd4G,Samburu County,KE_County_25,,1425
202009,Sep-20,202009,,u4t9H8XyU9P,Siaya County,KE_County_41,,1488
202009,Sep-20,202009,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,719
202009,Sep-20,202009,,JsH2bnvNt2d,Tana River County,KE_County_4,,878
202009,Sep-20,202009,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,853
202009,Sep-20,202009,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1324
202009,Sep-20,202009,,kphDeKClFch,Turkana County,KE_County_23,,5526
202009,Sep-20,202009,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2200
202009,Sep-20,202009,,sANMZ3lpqGs,Vihiga County,KE_County_38,,594
202009,Sep-20,202009,,CeLsrJOH0g9,Wajir County,KE_County_8,,2771
202009,Sep-20,202009,,XWALbfAPa6n,West Pokot County,KE_County_24,,3131
202010,Oct-20,202010,,vvOK1BxTbet,Baringo County,KE_County_30,,1938
202010,Oct-20,202010,,HMNARUV2CW4,Bomet County,KE_County_36,,4101
202010,Oct-20,202010,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2560
202010,Oct-20,202010,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2012
202010,Oct-20,202010,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1815
202010,Oct-20,202010,,PFu8alU2KWG,Embu County,KE_County_14,,1306
202010,Oct-20,202010,,uyOrcHZBpW0,Garissa County,KE_County_7,,2084
202010,Oct-20,202010,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2056
202010,Oct-20,202010,,bzOfj0iwfDH,Isiolo County,KE_County_11,,808
202010,Oct-20,202010,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3373
202010,Oct-20,202010,,BjC1xL40gHo,Kakamega County,KE_County_37,,3718
202010,Oct-20,202010,,ihZsJ8alvtb,Kericho County,KE_County_35,,2712
202010,Oct-20,202010,,qKzosKQPl6G,Kiambu County,KE_County_22,,3249
202010,Oct-20,202010,,nrI2khZx3d0,Kilifi County,KE_County_3,,6087
202010,Oct-20,202010,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,3492
202010,Oct-20,202010,,sPkRcDvhGWA,Kisii County,KE_County_45,,2355
202010,Oct-20,202010,,tAbBVBbueqD,Kisumu County,KE_County_42,,3417
202010,Oct-20,202010,,j8o6iO4Njsi,Kitui County,KE_County_15,,814
202010,Oct-20,202010,,N7YETT3A9r1,Kwale County,KE_County_2,,2485
202010,Oct-20,202010,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1222
202010,Oct-20,202010,,NjWSbQTwys4,Lamu County,KE_County_5,,1182
202010,Oct-20,202010,,yhCUgGcCcOo,Machakos County,KE_County_16,,3112
202010,Oct-20,202010,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2079
202010,Oct-20,202010,,R6f9znhg37c,Mandera County,KE_County_9,,4625
202010,Oct-20,202010,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1912
202010,Oct-20,202010,,Y52XNJ50hYb,Meru County,KE_County_12,,1811
202010,Oct-20,202010,,fVra3Pwta0Q,Migori County,KE_County_44,,2720
202010,Oct-20,202010,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2484
202010,Oct-20,202010,,ahwTMNAJvrL,Muranga County,KE_County_21,,1704
202010,Oct-20,202010,,jkG3zaihdSs,Nairobi County,KE_County_47,,8370
202010,Oct-20,202010,,ob6SxuRcqU4,Nakuru County,KE_County_32,,4710
202010,Oct-20,202010,,t0J75eHKxz5,Nandi County,KE_County_29,,1607
202010,Oct-20,202010,,kqJ83J2D72s,Narok County,KE_County_33,,2684
202010,Oct-20,202010,,uepLTG8wGWJ,Nyamira County,KE_County_46,,760
202010,Oct-20,202010,,mYZacFNIB3h,Nyandarua County,KE_County_18,,829
202010,Oct-20,202010,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1207
202010,Oct-20,202010,,o36zCRjSd4G,Samburu County,KE_County_25,,1444
202010,Oct-20,202010,,u4t9H8XyU9P,Siaya County,KE_County_41,,1761
202010,Oct-20,202010,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,704
202010,Oct-20,202010,,JsH2bnvNt2d,Tana River County,KE_County_4,,1882
202010,Oct-20,202010,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1048
202010,Oct-20,202010,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1330
202010,Oct-20,202010,,kphDeKClFch,Turkana County,KE_County_23,,4480
202010,Oct-20,202010,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2865
202010,Oct-20,202010,,sANMZ3lpqGs,Vihiga County,KE_County_38,,555
202010,Oct-20,202010,,CeLsrJOH0g9,Wajir County,KE_County_8,,2621
202010,Oct-20,202010,,XWALbfAPa6n,West Pokot County,KE_County_24,,2770
202011,Nov-20,202011,,vvOK1BxTbet,Baringo County,KE_County_30,,2081
202011,Nov-20,202011,,HMNARUV2CW4,Bomet County,KE_County_36,,3261
202011,Nov-20,202011,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,2850
202011,Nov-20,202011,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2010
202011,Nov-20,202011,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,1786
202011,Nov-20,202011,,PFu8alU2KWG,Embu County,KE_County_14,,868
202011,Nov-20,202011,,uyOrcHZBpW0,Garissa County,KE_County_7,,1863
202011,Nov-20,202011,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1509
202011,Nov-20,202011,,bzOfj0iwfDH,Isiolo County,KE_County_11,,740
202011,Nov-20,202011,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,3131
202011,Nov-20,202011,,BjC1xL40gHo,Kakamega County,KE_County_37,,3848
202011,Nov-20,202011,,ihZsJ8alvtb,Kericho County,KE_County_35,,2710
202011,Nov-20,202011,,qKzosKQPl6G,Kiambu County,KE_County_22,,3829
202011,Nov-20,202011,,nrI2khZx3d0,Kilifi County,KE_County_3,,7221
202011,Nov-20,202011,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1901
202011,Nov-20,202011,,sPkRcDvhGWA,Kisii County,KE_County_45,,2004
202011,Nov-20,202011,,tAbBVBbueqD,Kisumu County,KE_County_42,,3232
202011,Nov-20,202011,,j8o6iO4Njsi,Kitui County,KE_County_15,,1837
202011,Nov-20,202011,,N7YETT3A9r1,Kwale County,KE_County_2,,2228
202011,Nov-20,202011,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1078
202011,Nov-20,202011,,NjWSbQTwys4,Lamu County,KE_County_5,,664
202011,Nov-20,202011,,yhCUgGcCcOo,Machakos County,KE_County_16,,3123
202011,Nov-20,202011,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1936
202011,Nov-20,202011,,R6f9znhg37c,Mandera County,KE_County_9,,6235
202011,Nov-20,202011,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1893
202011,Nov-20,202011,,Y52XNJ50hYb,Meru County,KE_County_12,,1780
202011,Nov-20,202011,,fVra3Pwta0Q,Migori County,KE_County_44,,18056
202011,Nov-20,202011,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2341
202011,Nov-20,202011,,ahwTMNAJvrL,Muranga County,KE_County_21,,1344
202011,Nov-20,202011,,jkG3zaihdSs,Nairobi County,KE_County_47,,7567
202011,Nov-20,202011,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5365
202011,Nov-20,202011,,t0J75eHKxz5,Nandi County,KE_County_29,,1650
202011,Nov-20,202011,,kqJ83J2D72s,Narok County,KE_County_33,,2514
202011,Nov-20,202011,,uepLTG8wGWJ,Nyamira County,KE_County_46,,975
202011,Nov-20,202011,,mYZacFNIB3h,Nyandarua County,KE_County_18,,897
202011,Nov-20,202011,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1101
202011,Nov-20,202011,,o36zCRjSd4G,Samburu County,KE_County_25,,1247
202011,Nov-20,202011,,u4t9H8XyU9P,Siaya County,KE_County_41,,1819
202011,Nov-20,202011,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,879
202011,Nov-20,202011,,JsH2bnvNt2d,Tana River County,KE_County_4,,2412
202011,Nov-20,202011,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,715
202011,Nov-20,202011,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1589
202011,Nov-20,202011,,kphDeKClFch,Turkana County,KE_County_23,,5015
202011,Nov-20,202011,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,3370
202011,Nov-20,202011,,sANMZ3lpqGs,Vihiga County,KE_County_38,,420
202011,Nov-20,202011,,CeLsrJOH0g9,Wajir County,KE_County_8,,5153
202011,Nov-20,202011,,XWALbfAPa6n,West Pokot County,KE_County_24,,3212
202012,Dec-20,202012,,vvOK1BxTbet,Baringo County,KE_County_30,,1258
202012,Dec-20,202012,,HMNARUV2CW4,Bomet County,KE_County_36,,2004
202012,Dec-20,202012,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,1634
202012,Dec-20,202012,,Tvf1zgVZ0K4,Busia County,KE_County_40,,657
202012,Dec-20,202012,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,953
202012,Dec-20,202012,,PFu8alU2KWG,Embu County,KE_County_14,,436
202012,Dec-20,202012,,uyOrcHZBpW0,Garissa County,KE_County_7,,2231
202012,Dec-20,202012,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,735
202012,Dec-20,202012,,bzOfj0iwfDH,Isiolo County,KE_County_11,,454
202012,Dec-20,202012,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2149
202012,Dec-20,202012,,BjC1xL40gHo,Kakamega County,KE_County_37,,1737
202012,Dec-20,202012,,ihZsJ8alvtb,Kericho County,KE_County_35,,925
202012,Dec-20,202012,,qKzosKQPl6G,Kiambu County,KE_County_22,,2864
202012,Dec-20,202012,,nrI2khZx3d0,Kilifi County,KE_County_3,,3594
202012,Dec-20,202012,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2374
202012,Dec-20,202012,,sPkRcDvhGWA,Kisii County,KE_County_45,,555
202012,Dec-20,202012,,tAbBVBbueqD,Kisumu County,KE_County_42,,1223
202012,Dec-20,202012,,j8o6iO4Njsi,Kitui County,KE_County_15,,1029
202012,Dec-20,202012,,N7YETT3A9r1,Kwale County,KE_County_2,,519
202012,Dec-20,202012,,xuFdFy6t9AH,Laikipia County,KE_County_31,,1280
202012,Dec-20,202012,,NjWSbQTwys4,Lamu County,KE_County_5,,556
202012,Dec-20,202012,,yhCUgGcCcOo,Machakos County,KE_County_16,,1502
202012,Dec-20,202012,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1526
202012,Dec-20,202012,,R6f9znhg37c,Mandera County,KE_County_9,,6752
202012,Dec-20,202012,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1633
202012,Dec-20,202012,,Y52XNJ50hYb,Meru County,KE_County_12,,1237
202012,Dec-20,202012,,fVra3Pwta0Q,Migori County,KE_County_44,,971
202012,Dec-20,202012,,wsBsC6gjHvn,Mombasa County,KE_County_1,,2020
202012,Dec-20,202012,,ahwTMNAJvrL,Muranga County,KE_County_21,,1764
202012,Dec-20,202012,,jkG3zaihdSs,Nairobi County,KE_County_47,,6512
202012,Dec-20,202012,,ob6SxuRcqU4,Nakuru County,KE_County_32,,5556
202012,Dec-20,202012,,t0J75eHKxz5,Nandi County,KE_County_29,,608
202012,Dec-20,202012,,kqJ83J2D72s,Narok County,KE_County_33,,2356
202012,Dec-20,202012,,uepLTG8wGWJ,Nyamira County,KE_County_46,,555
202012,Dec-20,202012,,mYZacFNIB3h,Nyandarua County,KE_County_18,,460
202012,Dec-20,202012,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1197
202012,Dec-20,202012,,o36zCRjSd4G,Samburu County,KE_County_25,,1240
202012,Dec-20,202012,,u4t9H8XyU9P,Siaya County,KE_County_41,,877
202012,Dec-20,202012,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,299
202012,Dec-20,202012,,JsH2bnvNt2d,Tana River County,KE_County_4,,664
202012,Dec-20,202012,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,835
202012,Dec-20,202012,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1141
202012,Dec-20,202012,,kphDeKClFch,Turkana County,KE_County_23,,5431
202012,Dec-20,202012,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,1975
202012,Dec-20,202012,,sANMZ3lpqGs,Vihiga County,KE_County_38,,167
202012,Dec-20,202012,,CeLsrJOH0g9,Wajir County,KE_County_8,,2825
202012,Dec-20,202012,,XWALbfAPa6n,West Pokot County,KE_County_24,,2808
201901,Jan-19,201901,,vvOK1BxTbet,Baringo County,KE_County_30,,2960
201901,Jan-19,201901,,HMNARUV2CW4,Bomet County,KE_County_36,,3820
201901,Jan-19,201901,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5186
201901,Jan-19,201901,,Tvf1zgVZ0K4,Busia County,KE_County_40,,3535
201901,Jan-19,201901,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2623
201901,Jan-19,201901,,PFu8alU2KWG,Embu County,KE_County_14,,1349
201901,Jan-19,201901,,uyOrcHZBpW0,Garissa County,KE_County_7,,2667
201901,Jan-19,201901,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2854
201901,Jan-19,201901,,bzOfj0iwfDH,Isiolo County,KE_County_11,,1150
201901,Jan-19,201901,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4522
201901,Jan-19,201901,,BjC1xL40gHo,Kakamega County,KE_County_37,,5271
201901,Jan-19,201901,,ihZsJ8alvtb,Kericho County,KE_County_35,,4751
201901,Jan-19,201901,,qKzosKQPl6G,Kiambu County,KE_County_22,,5961
201901,Jan-19,201901,,nrI2khZx3d0,Kilifi County,KE_County_3,,4817
201901,Jan-19,201901,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2602
201901,Jan-19,201901,,sPkRcDvhGWA,Kisii County,KE_County_45,,2608
201901,Jan-19,201901,,tAbBVBbueqD,Kisumu County,KE_County_42,,3583
201901,Jan-19,201901,,j8o6iO4Njsi,Kitui County,KE_County_15,,4443
201901,Jan-19,201901,,N7YETT3A9r1,Kwale County,KE_County_2,,3539
201901,Jan-19,201901,,xuFdFy6t9AH,Laikipia County,KE_County_31,,2165
201901,Jan-19,201901,,NjWSbQTwys4,Lamu County,KE_County_5,,796
201901,Jan-19,201901,,yhCUgGcCcOo,Machakos County,KE_County_16,,4381
201901,Jan-19,201901,,BoDytkJQ4Qi,Makueni County,KE_County_17,,3267
201901,Jan-19,201901,,R6f9znhg37c,Mandera County,KE_County_9,,5188
201901,Jan-19,201901,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2771
201901,Jan-19,201901,,Y52XNJ50hYb,Meru County,KE_County_12,,3259
201901,Jan-19,201901,,fVra3Pwta0Q,Migori County,KE_County_44,,2368
201901,Jan-19,201901,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3245
201901,Jan-19,201901,,ahwTMNAJvrL,Muranga County,KE_County_21,,2310
201901,Jan-19,201901,,jkG3zaihdSs,Nairobi County,KE_County_47,,11050
201901,Jan-19,201901,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6862
201901,Jan-19,201901,,t0J75eHKxz5,Nandi County,KE_County_29,,4625
201901,Jan-19,201901,,kqJ83J2D72s,Narok County,KE_County_33,,3093
201901,Jan-19,201901,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1709
201901,Jan-19,201901,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1285
201901,Jan-19,201901,,ptWVfaCIdVx,Nyeri County,KE_County_19,,2003
201901,Jan-19,201901,,o36zCRjSd4G,Samburu County,KE_County_25,,1727
201901,Jan-19,201901,,u4t9H8XyU9P,Siaya County,KE_County_41,,2375
201901,Jan-19,201901,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,1149
201901,Jan-19,201901,,JsH2bnvNt2d,Tana River County,KE_County_4,,1692
201901,Jan-19,201901,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1298
201901,Jan-19,201901,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2060
201901,Jan-19,201901,,kphDeKClFch,Turkana County,KE_County_23,,5967
201901,Jan-19,201901,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4911
201901,Jan-19,201901,,sANMZ3lpqGs,Vihiga County,KE_County_38,,1035
201901,Jan-19,201901,,CeLsrJOH0g9,Wajir County,KE_County_8,,2422
201901,Jan-19,201901,,XWALbfAPa6n,West Pokot County,KE_County_24,,5978
201902,Feb-19,201902,,vvOK1BxTbet,Baringo County,KE_County_30,,2157
201902,Feb-19,201902,,HMNARUV2CW4,Bomet County,KE_County_36,,4252
201902,Feb-19,201902,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5803
201902,Feb-19,201902,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2303
201902,Feb-19,201902,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2159
201902,Feb-19,201902,,PFu8alU2KWG,Embu County,KE_County_14,,1073
201902,Feb-19,201902,,uyOrcHZBpW0,Garissa County,KE_County_7,,2604
201902,Feb-19,201902,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2294
201902,Feb-19,201902,,bzOfj0iwfDH,Isiolo County,KE_County_11,,855
201902,Feb-19,201902,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4108
201902,Feb-19,201902,,BjC1xL40gHo,Kakamega County,KE_County_37,,4534
201902,Feb-19,201902,,ihZsJ8alvtb,Kericho County,KE_County_35,,4576
201902,Feb-19,201902,,qKzosKQPl6G,Kiambu County,KE_County_22,,6305
201902,Feb-19,201902,,nrI2khZx3d0,Kilifi County,KE_County_3,,4698
201902,Feb-19,201902,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1922
201902,Feb-19,201902,,sPkRcDvhGWA,Kisii County,KE_County_45,,1510
201902,Feb-19,201902,,tAbBVBbueqD,Kisumu County,KE_County_42,,2359
201902,Feb-19,201902,,j8o6iO4Njsi,Kitui County,KE_County_15,,2937
201902,Feb-19,201902,,N7YETT3A9r1,Kwale County,KE_County_2,,3250
201902,Feb-19,201902,,xuFdFy6t9AH,Laikipia County,KE_County_31,,2017
201902,Feb-19,201902,,NjWSbQTwys4,Lamu County,KE_County_5,,792
201902,Feb-19,201902,,yhCUgGcCcOo,Machakos County,KE_County_16,,3757
201902,Feb-19,201902,,BoDytkJQ4Qi,Makueni County,KE_County_17,,2289
201902,Feb-19,201902,,R6f9znhg37c,Mandera County,KE_County_9,,4254
201902,Feb-19,201902,,Eey8fT4Im3y,Marsabit County,KE_County_10,,1269
201902,Feb-19,201902,,Y52XNJ50hYb,Meru County,KE_County_12,,3294
201902,Feb-19,201902,,fVra3Pwta0Q,Migori County,KE_County_44,,3358
201902,Feb-19,201902,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3091
201902,Feb-19,201902,,ahwTMNAJvrL,Muranga County,KE_County_21,,2297
201902,Feb-19,201902,,jkG3zaihdSs,Nairobi County,KE_County_47,,10443
201902,Feb-19,201902,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6661
201902,Feb-19,201902,,t0J75eHKxz5,Nandi County,KE_County_29,,4653
201902,Feb-19,201902,,kqJ83J2D72s,Narok County,KE_County_33,,3275
201902,Feb-19,201902,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1607
201902,Feb-19,201902,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1454
201902,Feb-19,201902,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1781
201902,Feb-19,201902,,o36zCRjSd4G,Samburu County,KE_County_25,,825
201902,Feb-19,201902,,u4t9H8XyU9P,Siaya County,KE_County_41,,2057
201902,Feb-19,201902,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,664
201902,Feb-19,201902,,JsH2bnvNt2d,Tana River County,KE_County_4,,1471
201902,Feb-19,201902,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1061
201902,Feb-19,201902,,mThvosEflAU,Trans Nzoia County,KE_County_26,,1125
201902,Feb-19,201902,,kphDeKClFch,Turkana County,KE_County_23,,5209
201902,Feb-19,201902,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,4680
201902,Feb-19,201902,,sANMZ3lpqGs,Vihiga County,KE_County_38,,1018
201902,Feb-19,201902,,CeLsrJOH0g9,Wajir County,KE_County_8,,1371
201902,Feb-19,201902,,XWALbfAPa6n,West Pokot County,KE_County_24,,2118
201903,Mar-19,201903,,vvOK1BxTbet,Baringo County,KE_County_30,,2618
201903,Mar-19,201903,,HMNARUV2CW4,Bomet County,KE_County_36,,3785
201903,Mar-19,201903,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,5020
201903,Mar-19,201903,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2653
201903,Mar-19,201903,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,3067
201903,Mar-19,201903,,PFu8alU2KWG,Embu County,KE_County_14,,1446
201903,Mar-19,201903,,uyOrcHZBpW0,Garissa County,KE_County_7,,2242
201903,Mar-19,201903,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2337
201903,Mar-19,201903,,bzOfj0iwfDH,Isiolo County,KE_County_11,,820
201903,Mar-19,201903,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,4816
201903,Mar-19,201903,,BjC1xL40gHo,Kakamega County,KE_County_37,,5024
201903,Mar-19,201903,,ihZsJ8alvtb,Kericho County,KE_County_35,,3604
201903,Mar-19,201903,,qKzosKQPl6G,Kiambu County,KE_County_22,,7422
201903,Mar-19,201903,,nrI2khZx3d0,Kilifi County,KE_County_3,,5608
201903,Mar-19,201903,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,2391
201903,Mar-19,201903,,sPkRcDvhGWA,Kisii County,KE_County_45,,2529
201903,Mar-19,201903,,tAbBVBbueqD,Kisumu County,KE_County_42,,2817
201903,Mar-19,201903,,j8o6iO4Njsi,Kitui County,KE_County_15,,3152
201903,Mar-19,201903,,N7YETT3A9r1,Kwale County,KE_County_2,,3792
201903,Mar-19,201903,,xuFdFy6t9AH,Laikipia County,KE_County_31,,2226
201903,Mar-19,201903,,NjWSbQTwys4,Lamu County,KE_County_5,,792
201903,Mar-19,201903,,yhCUgGcCcOo,Machakos County,KE_County_16,,4261
201903,Mar-19,201903,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1921
201903,Mar-19,201903,,R6f9znhg37c,Mandera County,KE_County_9,,4559
201903,Mar-19,201903,,Eey8fT4Im3y,Marsabit County,KE_County_10,,2069
201903,Mar-19,201903,,Y52XNJ50hYb,Meru County,KE_County_12,,3738
201903,Mar-19,201903,,fVra3Pwta0Q,Migori County,KE_County_44,,3287
201903,Mar-19,201903,,wsBsC6gjHvn,Mombasa County,KE_County_1,,3259
201903,Mar-19,201903,,ahwTMNAJvrL,Muranga County,KE_County_21,,4310
201903,Mar-19,201903,,jkG3zaihdSs,Nairobi County,KE_County_47,,12828
201903,Mar-19,201903,,ob6SxuRcqU4,Nakuru County,KE_County_32,,6856
201903,Mar-19,201903,,t0J75eHKxz5,Nandi County,KE_County_29,,4423
201903,Mar-19,201903,,kqJ83J2D72s,Narok County,KE_County_33,,3420
201903,Mar-19,201903,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1630
201903,Mar-19,201903,,mYZacFNIB3h,Nyandarua County,KE_County_18,,1770
201903,Mar-19,201903,,ptWVfaCIdVx,Nyeri County,KE_County_19,,2535
201903,Mar-19,201903,,o36zCRjSd4G,Samburu County,KE_County_25,,1382
201903,Mar-19,201903,,u4t9H8XyU9P,Siaya County,KE_County_41,,3419
201903,Mar-19,201903,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,761
201903,Mar-19,201903,,JsH2bnvNt2d,Tana River County,KE_County_4,,2168
201903,Mar-19,201903,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1175
201903,Mar-19,201903,,mThvosEflAU,Trans Nzoia County,KE_County_26,,2268
201903,Mar-19,201903,,kphDeKClFch,Turkana County,KE_County_23,,9084
201903,Mar-19,201903,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,5807
201903,Mar-19,201903,,sANMZ3lpqGs,Vihiga County,KE_County_38,,859
201903,Mar-19,201903,,CeLsrJOH0g9,Wajir County,KE_County_8,,2026
201903,Mar-19,201903,,XWALbfAPa6n,West Pokot County,KE_County_24,,3085
201904,Apr-19,201904,,vvOK1BxTbet,Baringo County,KE_County_30,,2928
201904,Apr-19,201904,,HMNARUV2CW4,Bomet County,KE_County_36,,2959
201904,Apr-19,201904,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4195
201904,Apr-19,201904,,Tvf1zgVZ0K4,Busia County,KE_County_40,,2312
